qseqid	qlen	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
seq_33	25	chr1.tRNA35-GlyGCC-tRF3	100	25	0	0	1	25	2	26	8.23e-09	50.1
seq_34	25	U2-L1023	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L1022	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L1020	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L967	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L914	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L795	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L726	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L708	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L680	100	25	0	0	1	25	2	26	8.23e-09	50.1
seq_34	25	U2-L522	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L476	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L454	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L434	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L407	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L289	100	25	0	0	1	25	2	26	8.23e-09	50.1
seq_34	25	U2-L283	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L267	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L262	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L233	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L220	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L191	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L181	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L145	100	25	0	0	1	25	2	26	8.23e-09	50.1
seq_34	25	U2-L135	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L128	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_34	25	U2-L112	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_35	25	LSU-rRNA_Hsa-L147	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_36	25	U70F	100	25	0	0	1	25	44	68	8.23e-09	50.1
seq_36	25	U70G	100	25	0	0	1	25	46	70	8.23e-09	50.1
seq_38	25	U13_-L189	100	25	0	0	1	25	4	28	8.23e-09	50.1
seq_38	25	U13-L72	100	25	0	0	1	25	4	28	8.23e-09	50.1
seq_39	25	LSU-rRNA_Hsa-L142	100	25	0	0	1	25	5	29	8.23e-09	50.1
seq_40	25	chr1.tRNA16-HisGTG-tRF3	100	25	0	0	1	25	7	31	8.23e-09	50.1
seq_41	25	SSU-rRNA_Hsa-L74	100	25	0	0	1	25	1364	1388	8.23e-09	50.1
seq_42	25	U2-L300	100	25	0	0	1	25	5	29	8.23e-09	50.1
seq_43	25	U2-L548	100	25	0	0	1	25	5	29	8.23e-09	50.1
seq_44	25	chr6.tRNA102-AlaAGC-tRF3	100	25	0	0	1	25	17	41	8.23e-09	50.1
seq_45	25	chr6.tRNA171-MetCAT-tRF3	100	25	0	0	1	25	17	41	8.23e-09	50.1
seq_46	25	chr6.tRNA102-AlaAGC-tRF3	100	25	0	0	1	25	20	44	8.23e-09	50.1
seq_47	25	U6-L1466	100	25	0	0	1	25	49	73	8.23e-09	50.1
seq_48	25	chr6.tRNA62-SerGCT-tRF3	100	25	0	0	1	25	4	28	8.23e-09	50.1
seq_49	25	chr14.tRNA16-TyrGTA-tRF5	100	25	0	0	1	25	17	41	8.23e-09	50.1
seq_51	25	hsa-mir-663a	100	25	0	0	1	25	66	90	8.23e-09	50.1
seq_51	25	hsa-mir-663b	100	25	0	0	1	25	77	101	8.23e-09	50.1
seq_52	25	U1-L9	100	25	0	0	1	25	8	32	8.23e-09	50.1
seq_52	25	U1-L6	100	25	0	0	1	25	8	32	8.23e-09	50.1
seq_53	25	chr14.tRNA16-TyrGTA-tRF5	100	25	0	0	1	25	2	26	8.23e-09	50.1
seq_54	25	U4-L128	100	25	0	0	1	25	33	57	8.23e-09	50.1
seq_55	25	U13_-L107	100	25	0	0	1	25	34	58	8.23e-09	50.1
seq_56	25	U4-L74	100	25	0	0	1	25	19	43	8.23e-09	50.1
seq_56	25	U4-L2	100	25	0	0	1	25	19	43	8.23e-09	50.1
seq_57	25	SSU-rRNA_Hsa-L74	100	25	0	0	1	25	1068	1092	8.23e-09	50.1
seq_57	25	SSU-rRNA_Hsa-L73	100	25	0	0	1	25	1069	1093	8.23e-09	50.1
seq_57	25	SSU-rRNA_Hsa-L72	100	25	0	0	1	25	1069	1093	8.23e-09	50.1
seq_58	25	chr6.tRNA102-AlaAGC-tRF3	100	25	0	0	1	25	23	47	8.23e-09	50.1
seq_60	25	chr1.tRNA88-PseudoCCT-tRF5	100	25	0	0	1	25	22	46	8.23e-09	50.1
seq_60	25	chr1.tRNA96-PseudoCCT-tRF5	100	25	0	0	1	25	22	46	8.23e-09	50.1
seq_61	25	U2-L975	100	25	0	0	1	25	7	31	8.23e-09	50.1
seq_63	25	U6-L1235	100	25	0	0	1	25	74	98	8.23e-09	50.1
seq_63	25	U6-L328	100	25	0	0	1	25	71	95	8.23e-09	50.1
seq_63	25	U6-L258	100	25	0	0	1	25	74	98	8.23e-09	50.1
seq_63	25	U6-L124	100	25	0	0	1	25	70	94	8.23e-09	50.1
seq_64	25	hsa-mir-567	100	25	0	0	1	25	45	69	8.23e-09	50.1
seq_65	25	chr1.tRNA68-GlyGCC-tRF5	100	25	0	0	1	25	23	47	8.23e-09	50.1
seq_66	25	U2-L368	100	25	0	0	1	25	17	41	8.23e-09	50.1
seq_67	25	chr1.tRNA86-ArgTCT-tRF5	100	25	0	0	1	25	20	44	8.23e-09	50.1
seq_68	25	chr6.tRNA171-MetCAT-tRF3	100	25	0	0	1	25	18	42	8.23e-09	50.1
seq_69	25	chr16.tRNA19-GlyGCC-tRF5	100	25	0	0	1	25	16	40	8.23e-09	50.1
seq_70	25	chr6.tRNA65-AlaAGC-tRF5	100	25	0	0	1	25	22	46	8.23e-09	50.1
seq_71	25	chr1.tRNA88-PseudoCCT-tRF5	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_71	25	chr1.tRNA96-PseudoCCT-tRF5	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_72	25	chr6.tRNA102-AlaAGC-tRF3	100	25	0	0	1	25	21	45	8.23e-09	50.1
seq_73	25	chr1.tRNA88-PseudoCCT-tRF5	100	25	0	0	1	25	1	25	8.23e-09	50.1
seq_73	25	chr1.tRNA96-PseudoCCT-tRF5	100	25	0	0	1	25	1	25	8.23e-09	50.1
seq_76	25	hsa-mir-3131	100	25	0	0	1	25	10	34	8.23e-09	50.1
seq_77	25	chr16.tRNA19-GlyGCC-tRF5	100	25	0	0	1	25	5	29	8.23e-09	50.1
seq_78	25	SSU-rRNA_Hsa-L80	100	25	0	0	1	25	1371	1395	8.23e-09	50.1
seq_78	25	SSU-rRNA_Hsa-L74	100	25	0	0	1	25	1387	1411	8.23e-09	50.1
seq_78	25	SSU-rRNA_Hsa-L73	100	25	0	0	1	25	1386	1410	8.23e-09	50.1
seq_78	25	SSU-rRNA_Hsa-L72	100	25	0	0	1	25	1386	1410	8.23e-09	50.1
seq_78	25	SSU-rRNA_Hsa-L24	100	25	0	0	1	25	1390	1414	8.23e-09	50.1
seq_78	25	SSU-rRNA_Hsa-L10	100	25	0	0	1	25	109	133	8.23e-09	50.1
seq_79	25	chr6.tRNA171-MetCAT-tRF3	100	25	0	0	1	25	25	49	8.23e-09	50.1
seq_80	25	U6-L1341	100	25	0	0	1	25	70	94	8.23e-09	50.1
seq_80	25	U6-L889	100	25	0	0	1	25	70	94	8.23e-09	50.1
seq_82	25	chr1.tRNA16-HisGTG-tRF3	100	25	0	0	1	25	18	42	8.23e-09	50.1
seq_83	25	chr14.tRNA16-TyrGTA-tRF5	100	25	0	0	1	25	1	25	8.23e-09	50.1
seq_84	25	hsa-mir-601	100	25	0	0	1	25	7	31	8.23e-09	50.1
seq_85	25	chr17.tRNA38-AspGTC-tRF3	100	25	0	0	1	25	17	41	8.23e-09	50.1
seq_86	25	chr14.tRNA16-TyrGTA-tRF5	100	25	0	0	1	25	24	48	8.23e-09	50.1
seq_88	25	U6-L1613	100	25	0	0	1	25	56	80	8.23e-09	50.1
seq_88	25	U6-L1590	100	25	0	0	1	25	56	80	8.23e-09	50.1
seq_88	25	U6-L1533	100	25	0	0	1	25	55	79	8.23e-09	50.1
seq_88	25	U6-L1437	100	25	0	0	1	25	55	79	8.23e-09	50.1
seq_88	25	U6-L1418	100	25	0	0	1	25	56	80	8.23e-09	50.1
seq_88	25	U6-L1404	100	25	0	0	1	25	56	80	8.23e-09	50.1
seq_88	25	U6-L1356	100	25	0	0	1	25	49	73	8.23e-09	50.1
seq_88	25	U6-L1248	100	25	0	0	1	25	56	80	8.23e-09	50.1
seq_88	25	U6-L1190	100	25	0	0	1	25	56	80	8.23e-09	50.1
seq_88	25	U6-L1112	100	25	0	0	1	25	56	80	8.23e-09	50.1
seq_88	25	U6-L859	100	25	0	0	1	25	56	80	8.23e-09	50.1
seq_88	25	U6-L803	100	25	0	0	1	25	55	79	8.23e-09	50.1
seq_88	25	U6-L569	100	25	0	0	1	25	56	80	8.23e-09	50.1
seq_88	25	U6-L438	100	25	0	0	1	25	56	80	8.23e-09	50.1
seq_88	25	U6-L411	100	25	0	0	1	25	56	80	8.23e-09	50.1
seq_88	25	U6-L186	100	25	0	0	1	25	56	80	8.23e-09	50.1
seq_89	25	LSU-rRNA_Hsa-L142	100	25	0	0	1	25	12	36	8.23e-09	50.1
seq_92	25	HY1-L377	100	25	0	0	1	25	4	28	8.23e-09	50.1
seq_94	25	HY1	100	25	0	0	1	25	44	68	8.23e-09	50.1
seq_96	25	hsa-mir-601	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_97	25	chr1.tRNA43-GlyGCC-tRF3	100	25	0	0	1	25	12	36	8.23e-09	50.1
seq_97	25	chr1.tRNA41-GlyGCC-tRF3	100	25	0	0	1	25	12	36	8.23e-09	50.1
seq_97	25	chr1.tRNA39-GlyGCC-tRF3	100	25	0	0	1	25	12	36	8.23e-09	50.1
seq_97	25	chr1.tRNA37-GlyGCC-tRF3	100	25	0	0	1	25	12	36	8.23e-09	50.1
seq_97	25	chr1.tRNA35-GlyGCC-tRF3	100	25	0	0	1	25	12	36	8.23e-09	50.1
seq_98	25	SSU-rRNA_Hsa-L74	100	25	0	0	1	25	723	747	8.23e-09	50.1
seq_100	25	U1-L195	100	25	0	0	1	25	98	122	8.23e-09	50.1
seq_100	25	U1-L84	100	25	0	0	1	25	96	120	8.23e-09	50.1
seq_100	25	U1-L71	100	25	0	0	1	25	98	122	8.23e-09	50.1
seq_100	25	U1-L70	100	25	0	0	1	25	98	122	8.23e-09	50.1
seq_100	25	U1-L63	100	25	0	0	1	25	51	75	8.23e-09	50.1
seq_100	25	U1-L45	100	25	0	0	1	25	98	122	8.23e-09	50.1
seq_100	25	U1-L33	100	25	0	0	1	25	98	122	8.23e-09	50.1
seq_100	25	U1-L29	100	25	0	0	1	25	98	122	8.23e-09	50.1
seq_100	25	U1-L24	100	25	0	0	1	25	98	122	8.23e-09	50.1
seq_100	25	U1-L14	100	25	0	0	1	25	98	122	8.23e-09	50.1
seq_100	25	U1-L11	100	25	0	0	1	25	98	122	8.23e-09	50.1
seq_100	25	U1-L8	100	25	0	0	1	25	98	122	8.23e-09	50.1
seq_100	25	U1-L7	100	25	0	0	1	25	98	122	8.23e-09	50.1
seq_100	25	U1-L4	100	25	0	0	1	25	98	122	8.23e-09	50.1
seq_101	25	U13_-L107	100	25	0	0	1	25	60	84	8.23e-09	50.1
seq_102	25	U2-L548	100	25	0	0	1	25	3	27	8.23e-09	50.1
seq_103	25	U2-L548	100	25	0	0	1	25	8	32	8.23e-09	50.1
seq_105	25	chr1.tRNA43-GlyGCC-tRF3	100	25	0	0	1	25	22	46	8.23e-09	50.1
seq_105	25	chr1.tRNA41-GlyGCC-tRF3	100	25	0	0	1	25	22	46	8.23e-09	50.1
seq_105	25	chr1.tRNA39-GlyGCC-tRF3	100	25	0	0	1	25	22	46	8.23e-09	50.1
seq_105	25	chr1.tRNA37-GlyGCC-tRF3	100	25	0	0	1	25	22	46	8.23e-09	50.1
seq_105	25	chr1.tRNA35-GlyGCC-tRF3	100	25	0	0	1	25	22	46	8.23e-09	50.1
seq_106	25	U5-L144	100	25	0	0	1	25	6	30	8.23e-09	50.1
seq_106	25	U5-L35	100	25	0	0	1	25	6	30	8.23e-09	50.1
seq_107	25	U6-L1235	100	25	0	0	1	25	63	87	8.23e-09	50.1
seq_108	25	SSU-rRNA_Hsa-L74	100	25	0	0	1	25	1504	1528	8.23e-09	50.1
seq_108	25	SSU-rRNA_Hsa-L24	100	25	0	0	1	25	1507	1531	8.23e-09	50.1
seq_109	25	BC200-L50	100	25	0	0	1	25	16	40	8.23e-09	50.1
seq_110	25	U6-L1466	100	25	0	0	1	25	8	32	8.23e-09	50.1
seq_111	25	hsa-mir-518d	100	25	0	0	1	25	31	55	8.23e-09	50.1
seq_113	25	U13-L70	100	25	0	0	1	25	53	77	8.23e-09	50.1
seq_114	25	U13-L70	100	25	0	0	1	25	24	48	8.23e-09	50.1
seq_115	25	BC200-L50	100	25	0	0	1	25	32	56	8.23e-09	50.1
seq_116	25	U6-L1581	100	25	0	0	1	25	54	78	8.23e-09	50.1
seq_116	25	U6-L1393	100	25	0	0	1	25	17	41	8.23e-09	50.1
seq_116	25	U6-L1386	100	25	0	0	1	25	17	41	8.23e-09	50.1
seq_116	25	U6-L1380	100	25	0	0	1	25	17	41	8.23e-09	50.1
seq_116	25	U6-L1374	100	25	0	0	1	25	17	41	8.23e-09	50.1
seq_116	25	U6-L1369	100	25	0	0	1	25	17	41	8.23e-09	50.1
seq_116	25	U6-L1363	100	25	0	0	1	25	17	41	8.23e-09	50.1
seq_116	25	U6-L1283	100	25	0	0	1	25	17	41	8.23e-09	50.1
seq_116	25	U6-L540	100	25	0	0	1	25	53	77	8.23e-09	50.1
seq_116	25	U6-L350	100	25	0	0	1	25	53	77	8.23e-09	50.1
seq_118	25	U6-L1581	100	25	0	0	1	25	59	83	8.23e-09	50.1
seq_118	25	U6-L1550	100	25	0	0	1	25	59	83	8.23e-09	50.1
seq_118	25	U6-L1184	100	25	0	0	1	25	58	82	8.23e-09	50.1
seq_118	25	U6-L350	100	25	0	0	1	25	58	82	8.23e-09	50.1
seq_120	25	U6-L1581	100	25	0	0	1	25	58	82	8.23e-09	50.1
seq_120	25	U6-L1550	100	25	0	0	1	25	58	82	8.23e-09	50.1
seq_120	25	U6-L1184	100	25	0	0	1	25	57	81	8.23e-09	50.1
seq_120	25	U6-L350	100	25	0	0	1	25	57	81	8.23e-09	50.1
seq_121	25	chr1.tRNA16-HisGTG-tRF3	100	25	0	0	1	25	14	38	8.23e-09	50.1
seq_122	25	U13_-L251	100	25	0	0	1	25	33	57	8.23e-09	50.1
seq_123	25	U13-L70	100	25	0	0	1	25	12	36	8.23e-09	50.1
seq_124	25	hsa-mir-4512	100	25	0	0	1	25	29	53	8.23e-09	50.1
seq_125	25	U4-L110	100	25	0	0	1	25	46	70	8.23e-09	50.1
seq_126	25	U1-L84	100	25	0	0	1	25	79	103	8.23e-09	50.1
seq_127	25	HY1-L230	100	25	0	0	1	25	37	61	8.23e-09	50.1
seq_129	25	E2	100	25	0	0	1	25	94	118	8.23e-09	50.1
seq_130	25	U13-L70	100	25	0	0	1	25	55	79	8.23e-09	50.1
seq_131	25	hsa-mir-3064	100	25	0	0	1	25	39	63	8.23e-09	50.1
seq_132	25	U81	100	25	0	0	1	25	22	46	8.23e-09	50.1
seq_133	25	chr1.tRNA68-GlyGCC-tRF5	100	25	0	0	1	25	18	42	8.23e-09	50.1
seq_134	25	U70F	100	25	0	0	1	25	31	55	8.23e-09	50.1
seq_135	25	chr1.tRNA88-PseudoCCT-tRF5	100	25	0	0	1	25	20	44	8.23e-09	50.1
seq_135	25	chr1.tRNA96-PseudoCCT-tRF5	100	25	0	0	1	25	20	44	8.23e-09	50.1
